Object ID,National Inventory of Dams ID (NID ID),Other Structure ID,Federal ID,Data Last Updated,Dam Name,Other Names,Owner Types,Primary Owner Type,State or Federal Agency ID,Number of Associated Structures,Designer Names,Non-Federal Dam on Federal Property,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Source Agency,Latitude (North–South),Longitude (East–West),State or Territory,County and State,Nearest City or Town,Distance to Nearest City/Town (Miles),River or Stream,Congressional Representative District,Congressional Representative,Federal Agency Owner,Federal Agency Involvement in Funding,Federal Agency Involvement in Design,Federal Agency Involvement in Construction,Federal Agency Involvement in Regulatory,Federal Agency Involvement in Inspection,Federal Agency Involvement in Operation,Federal Agency Involvement – Other,Primary Purpose,Purposes,Primary Dam Type,Dam Types,Core Types,The material upon which dam is founded,Dam Height (feet),Hydraulic Height (feet),Structural Height (feet),National Inventory of Dams (NID) Height,Dam Length (feet),Dam Volume (cubic yards),Year Completed,National Inventory of Dams (NID) Storage,Maximum Storage,Normal Storage (acre feet),Surface Area (acres),Drainage Area (Square Miles),Maximum Discharge,Spillway Type,Spillway Width (feet),Number of Locks,Length of Locks (feet),Lock Width (feet),Year Modified,Outlet Gates,Number of Associated Structures,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Dam Condition Assessment,Recent Dam Assessment Date,Emergency Action Plan (EAP) Prepared,Emergency Action Plan (EAP) Last Reviewed Date,SE_ANNO_CAD_DATA,Former Names,Is Associated Structure?,American Indian/Alaska Native/Native Hawaiian,Federally Regulated Dam,Built Under the Authority of the Secretary of Agriculture,Natural Resources Conservation Service (NRCS) Watershed Dam Authorization,Operational Status,Operational Status Date,Website URL,x,y
57934,CA01551,,CA01551,11/25/2024 12:00:00 PM,Beck,,Public Utility,Public Utility,2048,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.3556,-117.1701,California,"San Diego, California",Fallbrook,0,Offstream,"Congressional District 48, California",Duncan Hunter (R),,,,,,,,,Water Supply,Water Supply,Earth,Earth,,,95,91,,95,3500,,1983,625,625,,16.2,0.03,,,,,,,,,,1/31/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,12/28/2020 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.1701,33.3556
57935,CA10186,,CA10186,11/21/2024 12:00:00 PM,Shasta Dam,Shasta Lake,Federal,Federal,,0,BUREAU OF RECLAMATION,No,No,No,,No,No,No,DOI BR,40.7186,-122.4192,California,"Shasta, California",REDDING,9,SACRAMENTO RIVER,"Congressional District 01, California",Doug LaMalfa (R),Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Hydroelectric,"Hydroelectric, Irrigation, Navigation, Recreation, Water Supply",Concrete,"Concrete, Gravity",,,602,480,602,602,3460,,1945,4661860,4661860,4552090,30210,6110.73,186000,Controlled,330,0,0,0,,Drum - 3,,2/11/2022 12:00:00 PM,4,High,Not Available,,,12/5/2022 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,,,https://www.usbr.gov/ssle/damsafety/,-122.4192,40.7186
57937,CA01572,,CA01572,5/3/2021 12:00:00 PM,Lower Pond / Pond 1,"Lower Pond, Pond 1",Private,Private,04-03107-02,0,,,No,No,,No,No,No,DOL MSHA,38.547222,-121.325833,California,"Sacramento, California",Sacramento,0,,"Congressional District 06, California",Ami Bera (D),,,,,Mine Safety and Health Administration,Mine Safety and Health Administration,,,Water Supply,Water Supply,Earth,Earth,,,40,,,40,800,,,400,400,,,,,,,,,,,,,,,High,Not Available,,,,System.Byte[],,No,,Yes,No,N/A,,,https://www.msha.gov/training-education/safety-and-health-materials/safety-topic-impoundments-and-dams,-121.325833,38.547222
57944,CA01280,,CA01280,11/12/2024 12:00:00 PM,Stanley A. Mahr Reservoir,,Public Utility,Public Utility,854.002,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.0942,-117.223,California,"San Diego, California",La Costa Oaks South,0.3,Tr Encinitas Cr,"Congressional District 49, California",Mike Levin (D),,,,,,,,,Water Supply,"Irrigation, Other, Water Supply",Earth,Earth,,,79,75,,79,950,,1981,166,166,,8,0.04,,,,,,,,,,2/22/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,8/11/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.223,33.0942000000001
57948,CA01027,,CA01027,9/13/2024 12:00:00 PM,Misselbeck,,Public Utility,Public Utility,2220.002,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,40.5003,-122.6971,California,"Shasta, California",,,Nfk Cottonwood Cr,"Congressional District 01, California",Doug LaMalfa (R),,,,,,,,,Other,"Irrigation, Other, Water Supply",Earth,Earth,,,96,82,,96,470,,1920,3600,3600,,113,,,,,,,,,,,8/14/2023 12:00:00 PM,1,High,Poor,8/19/2020 12:00:00 PM,,6/23/2020 12:00:00 PM,System.Byte[],,No,,No,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.6971,40.5003
57951,CA01443,,CA01443,9/13/2024 12:00:00 PM,Rossmoor Retarding Basin,,Local Government,Local Government,1012.013,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.7877,-118.0914,California,"Orange, California",Seal Beach,0.25,Los Alamitos Channel,"Congressional District 45, California",Alan S. Lowenthal (D),,,,,,,,,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,,,14,10,,14,95,,2002,175,175,,25,2.7,,,,,,,,,,9/14/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-118.0914,33.7877
57952,CA01581,,CA01581,5/3/2021 12:00:00 PM,Pond #5a,,Private,Private,04-05140-01,0,,,No,No,,No,No,No,DOL MSHA,38.168889,-121.023889,California,"San Joaquin, California",Clements,4,,"Congressional District 09, California",Jerry McNerney (D),,,,,Mine Safety and Health Administration,Mine Safety and Health Administration,,,Other,"Other, Tailings, Water Supply",Earth,Earth,,,20,,,20,4200,,,688,688,,,,,,,,,,,,,,,Low,Not Available,,,,System.Byte[],,No,,Yes,No,N/A,,,https://www.msha.gov/training-education/safety-and-health-materials/safety-topic-impoundments-and-dams,-121.023889,38.168889
57953,CA01606,,CA01606,11/11/2024 12:00:00 PM,Browns Lane,,Private,Private,6422,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.234573,-122.567132,California,"Sonoma, California",,,,"Congressional District 04, California",Mike Thompson (D),,,,,,,,,Water Supply,"Fire Protection, Stock, Or Small Fish Pond, Irrigation, Water Supply",Earth,Earth,,,32,29,,32,1600,,,103,103,,5.8,,,,,,,,,,,3/26/2024 12:00:00 PM,1,High,Fair,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.567132,38.2345730000001
57955,CA01159,,CA01159,9/13/2024 12:00:00 PM,Stewart Canyon Debris Basin,,Local Government,Local Government,86.009,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,34.4582,-119.2508,California,"Ventura, California",Ojai,0,Tr San Antonio Cr,"Congressional District 24, California",Julia Brownley (D),,,,,,,,,Debris Control,Debris Control,Earth,Earth,,,34,20,,34,1263,,1963,67,67,,13,,,,,,,,,,,7/11/2023 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,7/11/2022 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-119.2508,34.4582
57956,CA10224,,CA10224,5/17/2021 12:00:00 PM,Herring Creek Reservoir,,Federal,Federal,051653 9108,0,,No,No,,,,,,USDA FS,38.251497,-119.927359,California,"Tuolumne, California",OAKDALE,50,HERRING CREEK,"Congressional District 05, California",Tom McClintock (R),Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,,Fish and Wildlife Pond,"Fish and Wildlife Pond, Recreation",Concrete,"Buttress, Concrete",Multi-Arch,Rock,16,,16,16,68,,1939,120,,120,,,,Uncontrolled,,,,,,,,10/22/2015 12:00:00 PM,5,Significant,Not Rated,,,,System.Byte[],,No,,Yes,No,N/A,,,https://www.fs.usda.gov/eng/dams/,-119.927359,38.251497
57962,CA01302,,CA01302,9/13/2024 12:00:00 PM,Dunn Ranch,,Private,Private,1812,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.5668,-116.6158,California,"Riverside, California",Anza,3,Tr Hamilton Cr,"Congressional District 41, California",Raul Ruiz (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,44,39,,44,425,,1987,90,90,,7,0.2,,,,,,,,,,5/21/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-116.6158,33.5668000000001
57963,CA10266,,CA10266,6/11/2025 12:00:00 PM,Manzanita Lake Dam,,Federal,Federal,,0,,No,No,No,,No,No,No,DOI NPS,40.536542,-121.571234,California,"Shasta, California","REDDING, CA",,Manzanita Creek,"Congressional District 01, California",Doug LaMalfa (R),National Park Service,National Park Service,,,National Park Service,National Park Service,National Park Service,,Fish and Wildlife Pond,"Fish and Wildlife Pond, Other",Earth,Earth,,,13,,13,13,0,,1911,614,520,,,0,0,,0,0,0,0,,,,7/6/2023 12:00:00 PM,,Significant,Not Available,,,11/23/2024 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,,,https://www.nps.gov/index.htm,-121.571234,40.5365420000001
57968,CA01313,,CA01313,9/13/2024 12:00:00 PM,Merlo,,Private,Private,4426,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.694,-122.9913,California,"Sonoma, California",Healdsburg,10,Fall Creek,"Congressional District 02, California",Jared Huffman (D),,,,,,,,,Other,"Irrigation, Other, Water Supply",Earth,Earth,,,74,70,,74,210,,1982,930,930,,45,1.15,,,,,,,,,,6/11/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,8/21/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.9913,38.6940000000001
57969,CA01323,,CA01323,9/13/2024 12:00:00 PM,Schwindt,,Private,Private,2383,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,39.8544,-123.5194,California,"Mendocino, California",,,Tr Burns Creek,"Congressional District 02, California",Jared Huffman (D),,,,,,,,,Water Supply,"Recreation, Water Supply",Earth,Earth,,,37,34,,37,200,,,23,23,,2,,,,,,,,,,,3/14/2018 12:00:00 PM,1,Low,Not Rated,2/15/2022 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Not Applicable,2/22/2023 12:00:00 PM,https://damsafety.org/california,-123.5194,39.8544000000001
57970,CA01326,,CA01326,11/11/2024 12:00:00 PM,Shinn,,Local Government,Local Government,1065.006,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.571334,-121.991272,California,"Alameda, California",,,Tr Alameda Creek,"Congressional District 14, California",Eric Swalwell (D),,,,,,,,,Tailings,"Tailings, Water Supply",Earth,Earth,,,45,36,,45,1000,,1987,390,390,,26,0.5,,,,,,,,,,2/5/2024 12:00:00 PM,1,Significant,Satisfactory,9/1/2017 12:00:00 PM,,11/1/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.991272,37.571334
57975,CA01060,,CA01060,9/13/2024 12:00:00 PM,Lake Helen,,Private,Private,3425,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.4481,-122.9132,California,"Sonoma, California",,,Tr Russian Rv,"Congressional District 02, California",Jared Huffman (D),,,,,,,,,Water Supply,"Irrigation, Recreation, Water Supply",Earth,Earth,,,39,33,,39,355,,1966,192,192,,14,0.32,,,,,,,,,,4/12/2024 12:00:00 PM,1,High,Poor,4/17/2024 12:00:00 PM,,5/18/2021 12:00:00 PM,System.Byte[],,No,,No,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",4/17/2024 12:00:00 PM,https://damsafety.org/california,-122.9132,38.4481000000001
57976,CA01063,,CA01063,9/13/2024 12:00:00 PM,Aukum View,,Public Utility,Public Utility,3461,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.5688,-120.7132,California,"El Dorado, California",River Pines,2.5,Tr Flat Creek,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,32,29,,32,605,,1962,136,136,,14,0.27,,,,,,,,,,1/11/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.7132,38.5688000000001
57981,CA01180,,CA01180,11/12/2024 12:00:00 PM,Sand Creek,,Local Government,Local Government,1691,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,36.6613,-119.2279,California,"Fresno, California",Orosi,12,Sand Creek,"Congressional District 20, California",Devin Nunes (R),,,,,,,,,Flood Risk Reduction,"Flood Risk Reduction, Water Supply",Earth,Earth,,,60,53,,60,933,,1980,1050,1050,,55,26.3,,,,,,,,,,3/5/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,7/25/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-119.2279,36.6613
57982,CA01183,,CA01183,9/13/2024 12:00:00 PM,Portola,,Public Utility,Public Utility,2013.002,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.6307,-117.5836,California,"Orange, California",Coto de Caza,0.1,Canada Gobernadora,"Congressional District 40, California",Katie Porter (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,53,43,,53,1200,,1980,586,586,,20,0.18,,,,,,,,,,3/19/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,12/2/2020 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.5836,33.6307
57983,CA01462,,CA01462,9/13/2024 12:00:00 PM,Paradise Vineyards,,Private,Private,5430,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.1436,-122.447,California,"Sonoma, California",,,Tr Tolay Creek,"Congressional District 04, California",Mike Thompson (D),,,,,,,,,Other,"Irrigation, Other, Water Supply",Earth,Earth,,,40,36,,40,504,,2003,100,100,,5,0.08,,,,,,,,,,5/7/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.447,38.1436
57984,CA01467,,CA01467,9/13/2024 12:00:00 PM,San Vicente Storage Pond 3,,Public Utility,Public Utility,1044.006,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,32.9989,-116.8424,California,"San Diego, California",Ramona,0.7,Offstream,"Congressional District 48, California",Duncan Hunter (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,24,21,,24,1938,,2002,68.5,68.5,,4.9,0.01,,,,,,,,,,2/1/2024 12:00:00 PM,1,Significant,Satisfactory,9/1/2017 12:00:00 PM,,6/29/2022 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-116.8424,32.9989
57989,CA01338,,CA01338,9/13/2024 12:00:00 PM,Upper Elder,,Private,Private,4222,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,40.9841,-121.8714,California,"Shasta, California",,,Tr Pit River,"Congressional District 01, California",Doug LaMalfa (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,26,19,,26,180,,,202,202,,16,0.82,,,,,,,,,,6/5/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,7/21/2015 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.8714,40.9841000000001
58174,CA01220,,CA01220,11/13/2024 12:00:00 PM,Eastlake,,Private,Private,867,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,32.6547,-116.9783,California,"San Diego, California",Bonita,0,Proctor Val Can,"Congressional District 52, California",Susan A. Davis (D),,,,,,,,,Water Supply,"Recreation, Water Supply",Earth,Earth,,,35,31,,35,900,,1986,77,77,,11,,,,,,,,,,,5/20/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,12/21/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-116.9783,32.6547
58179,CA10367,,CA10367,6/11/2025 12:00:00 PM,Tennessee Valley Dam,,Federal,Federal,,0,,No,No,No,,No,No,No,DOI NPS,37.84337778,-122.5507944,California,"Marin, California","SAISALITO, CA",,,"Congressional District 02, California",Jared Huffman (D),National Park Service,National Park Service,,,National Park Service,National Park Service,National Park Service,,,,Earth,Earth,,,30,,,30,0,,,40,44,,,0,0,,0,0,0,0,,,,12/7/2022 12:00:00 PM,,High,Not Available,,,12/9/2024 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,,,https://www.nps.gov/index.htm,-122.5507944,37.84337778
58202,CA01244,,CA01244,9/13/2024 12:00:00 PM,Ione Canal,,Local Government,Local Government,2035,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.3387,-120.9076,California,"Amador, California",,,Ione Canal,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Other,"Other, Water Supply",Earth,Earth,,,48,46,,48,270,,1962,24,24,,2,0.03,,,,,,,,,,6/11/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.9076,38.3387000000001
58203,CA01247,,CA01247,9/13/2024 12:00:00 PM,Penn Valley Wastewater,,Local Government,Local Government,1304,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,39.1752,-121.2081,California,"Nevada, California",,,Tr Indian Spr Cr,"Congressional District 03, California",Doug LaMalfa (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,39,35,,39,540,,1990,52,52,,4,,,,,,,,,,,12/11/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.2081,39.1752000000001
58204,CA01252,,CA01252,4/2/2025 12:00:00 PM,Pine Creek Detention,,Local Government,Local Government,1007.006,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.9073,-122.0024,California,"Contra Costa, California",Walnut Creek,0,Pine Creek,"Congressional District 10, California",Mark DeSaulnier (D),,,,,,,,,Flood Risk Reduction,Flood Risk Reduction,Gravity,Gravity,,,30,24,,30,232,,1981,320,320,,25,,,,,,,,,,,5/15/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,3/28/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.0024,37.9073000000001
58205,CA10390,,CA10390,5/17/2021 12:00:00 PM,Doyle Reservoir,,Federal,Federal,0511 115501,0,,No,No,,,,,,USDA FS,40.14615,-120.40678,California,"Plumas, California",,,,"Congressional District 03, California",Doug LaMalfa (R),Forest Service,,,,,,,,Fish and Wildlife Pond,Fish and Wildlife Pond,Earth,Earth,Buttress,,14,,14,14,450,,1907,120,,120,,,,Uncontrolled,5,,,,,Uncontrolled,,8/8/2008 12:00:00 PM,10,Low,Not Rated,,,,System.Byte[],,No,,No,No,N/A,,,https://www.fs.usda.gov/eng/dams/,-120.40678,40.14615
58206,CA10404,,CA10404,9/13/2024 12:00:00 PM,Shoreline Lake,,Local Government,Local Government,620,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.4347,-122.0953,California,"Santa Clara, California",,,Un-named,"Congressional District 16, California",Anna G. Eshoo (D),,,,,,,,,Water Supply,"Recreation, Water Supply",Earth,Earth,,,18,13,,18,225,,,660,660,,47,,,,,,,,,,,2/22/2024 12:00:00 PM,1,Low,Satisfactory,8/5/2022 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.0953,37.4347000000001
63416,CA10108,,CA10108,1/8/2026 5:18:22 PM,Martis Creek Dam,Martis Creek Lake,Federal,Federal,CA10108,0,,No,,No,,No,No,No,CE,39.32723371,-120.1147894,California,"Nevada, California",RENO,32,MARTIS CREEK,"Congressional District 03, California",Tom McClintock (R),US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Flood Risk Reduction,"Flood Risk Reduction, Hydroelectric, Recreation",Earth,Earth,Stone,Soil,93,108,113,113,2673,0,1972,34600,34600,22000,768,39,4060,Uncontrolled,25,0,0,0,,,,9/17/2021 12:00:00 PM,5,High,Not Available,,Yes,9/10/2025 12:00:00 PM,System.Byte[],,No,,Yes,No,,"Under Investigation, Planning, Permitting, or Design for Remediation",11/20/2025 12:00:00 PM,https://www.spk.usace.army.mil/Missions/Civil-Works/Martis-Creek-Dam/,-120.114789396,39.3272337080001
63417,CA10110,,CA10110,1/8/2026 5:17:22 PM,North Fork Dam,Lake Clementine,Federal,Federal,CA10110,0,,No,,No,,No,No,No,CE,38.93654619,-121.02466474,California,"Placer, California",FOLSOM,22,NORTH FORK AMERICAN RIVER,"Congressional District 03, California",Tom McClintock (R),US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Debris Control,"Debris Control, Hydroelectric, Recreation",Arch,Arch,,Rock,143,155,155,155,620,0,1939,19310,19310,14390,280,342,65400,Uncontrolled,200,0,0,0,,,,7/9/2024 12:00:00 PM,5,Significant,Not Available,,Yes,9/5/2025 12:00:00 PM,System.Byte[],,No,,Yes,No,,Normal Operations,11/20/2025 12:00:00 PM,https://www.spk.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/,-121.024664743,38.9365461900001
63418,CA10113,S001,CA10113S001,12/4/2025 12:00:00 PM,Richard L. Schafer Dam - Frazier Dike,,Federal,Federal,CA10113S001,1,,No,,No,,No,No,No,CE,36.1035267,-118.94365961,California,"Tulare, California",PORTERVILLE,,Tule River,"Congressional District 20, California",Kevin McCarthy (R),US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,,,42,,,42,7760,660000,1961,82300,82300,6540,,,,,,,,,,,CA10113,9/11/2018 12:00:00 PM,5,Significant,Not Available,,Yes,10/28/2025 12:00:00 PM,System.Byte[],Success Dam - Frazier Dike,Yes,,Yes,No,,Normal Operations,11/20/2025 12:00:00 PM,https://www.spk.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/,-118.943659612,36.103526699
63421,CA10113,,CA10113,2/6/2026 12:00:00 PM,Richard L. Schafer Dam,Success Lake,Federal,Federal,CA10113,1,,No,,No,,No,No,No,CE,36.06067058,-118.91933981,California,"Tulare, California",PORTERVILLE,,TULE RIVER,"Congressional District 20, California",Kevin McCarthy (R),US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Flood Risk Reduction,"Flood Risk Reduction, Hydroelectric, Irrigation, Recreation",Earth,Earth,Stone,Soil,98,137,145,145,3404,4900000,1961,230000,230000,65473,2450,388,126000,Uncontrolled,200,0,0,0,,,CA10113S001,9/7/2023 12:00:00 PM,5,High,Not Available,,Yes,10/28/2025 12:00:00 PM,System.Byte[],Success Dam,No,,Yes,No,,"Under Investigation, Planning, Permitting, or Design for Remediation",11/20/2025 12:00:00 PM,https://www.spk.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/,-118.919339814,36.0606705800001
63743,CA00345,S001,CA00345S001,4/29/2025 12:00:00 PM,Philbrook Saddle,,Private,Private,00803-02-02,1,,No,,No,,No,No,No,FERC,40.029,-121.4772,California,"Butte, California",Stirling City                                     ,10,Philbrook Creek               ,"Congressional District 01, California",Doug LaMalfa (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Earth,Earth,Buttress,Unlisted/Unknown,24,,,24,470,,1926,5009,,5009,173,5,2075,Uncontrolled,30,,,,,,CA00345,7/11/2023 12:00:00 PM,3,Low,Satisfactory,9/29/2023 12:00:00 PM,,12/23/2021 12:00:00 PM,System.Byte[],,Yes,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-121.4772,40.0290000000001
63764,CA00972,,CA00972,9/13/2024 12:00:00 PM,Mast,,Private,Private,1380,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,39.6659,-123.5284,California,"Mendocino, California",,,Tr Cahto Creek,"Congressional District 02, California",Jared Huffman (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,85,80,,85,580,,1963,380,380,,14,0.14,,,,,,,,,,6/12/2024 12:00:00 PM,1,Significant,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-123.5284,39.6659000000001
